city,URL,title,date,time,venue,details,user,tags,Rank
chicago,https://www.eventbrite.com/e/dcase-presents-resilience-series-tickets-433573418767?aff=ebdssbdestsearch,DCASE Presents - Resilience Series,10/10/2022,"Mon, Dec 12, 2022, 7:00 PM CDT","Chicago Cultural Center 78 E Washington St Chicago, IL 60602","In the City’s Year of Healing, we highlight the role of arts and healing arts practitioners and continue our work honoring the purpose of the Chicago Cultural Center's G.A.R. rooms with this series.
A?ll Resilience Series events are Open Captioned. 

Monday, November 14, 6-7pm
BODYTALK with Red Clay Dance
Website: www.redclaydance.com
A movement and dialogue based workshop rooted in building resilience thru African Diaspora embodiment practices.
Participants are encouraged to wear comfortable clothes to move in.  Chairs will be available.  Open Captioning is provided. The floor of the space is carpeted. 

Monday, December 19, 6-7pm
Elevated Sound Meditation: Mediate to Increase Resilience with Mecca Perry (open captioned)
Website: www.meccaelevated.com
The sounds and vibrations created with this Elevated Sound Meditation invites gentle yet powerful therapeutic and restorative balance to mind and body. This is an invitation to release stress and tension from the body and to go into a deeper state of consciousness to unplug from the external world and to increase understanding with your inner world. Sound meditation has the capacity to lessen psychological stress, relieve brain fog, and access your inner guidance by deepening your connection to your intuition. Relax and meditate with the sounds curated by Mecca of Elevated Meditation Studio.
Participants are encouraged to bring: water, mats, bolster, blankets, or any tools needed to feel comfortable laying down or sitting for about an hour. Chairs will also be available. Please note: the meditation begins 10 mins after 6pm, if you arrive after we have begun, please be mindful of your neighbor and join us quietly.

Find us: https://www.chicago.gov/city/en/depts/dca/supp_info/resilience_series.html
Chicago Cultural Center
78 E. Washington St.
Chicago, IL 60602

Take CTA to Chicago Cultural Center
From the elevated lines: exit at Washington/Wabash and walk east.
From the subway: exit at Lake (Red Line) or Washington (Blue Line) and walk east.
Served by Michigan Avenue buses 3, 4, 19, 20, 26, 60, 66, 124, 143, 147, 151, 157 and Washington St. buses 4, J14, 20, 56, 66, 147

RSVP is requested, but not required for this free event. Space may be limited, and your RSVP does not guarantee entry – so please arrive early. Space opens at 5:30pm. 
",Department of Cultural Affairs and Special Events,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Other', 'Chicago Community Other', '#dance', '#free', '#chicago', '#resilience']",359
chicago,https://www.eventbrite.com/e/breakfast-with-santa-at-the-talbott-hotel-tickets-420699833527?aff=ebdssbdestsearch,Breakfast with Santa at The Talbott Hotel,12/3/2022,"Sun, Dec 18, 2022, 2:00 PM CST","Talbott Hotel - Chicago Gold Coast 20 East Delaware Place Chicago, IL 60611","J?oin us on December 3 & 4, December 10 & 11, and December 17  & 18 for Breakfast with Santa at The Talbott Hotel!
Adult tickets ($22 ages 13+) and kids tickets ( $17 ages 3-12) include buttermilk pancakes, applewood smoked bacon, scrambled eggs, toast, fresh orange juice or milk, and the opportunity to meet Santa!
P?rices do not include tax and service charge.
*?Please note, we will be calling all reservations beginning in November to assign available time slots. Guests will have access to a seat for 1.5 hours, and will be scheduled based on the reservation date.
W?e look forward to welcoming you!
",The Talbott Hotel Chicago,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Other', 'Chicago Food & Drink Other', '#brunch', '#lunch', '#breakfast', '#holiday', '#christmas', '#goldcoast', '#santa', '#thanksgiving', '#breakfastwithsanta', '#holiday_events']",360
chicago,https://www.eventbrite.com/e/lumberland-2022-fundraiser-tickets-406934200147?aff=ebdssbdestsearch,Lumberland 2022 - Fundraiser,12/10/2022,6:30 PM – 9:30 PM CST,"ReBuilding Exchange 1740 W Webster Ave Chicago, IL 60614","Lemaster Family Kitchen
Redefined Map Design
Yarnies by Mikey
Arbori Woodwork Design, inc.
Twenty Thou
Made by Q
Crowsfeet Craftworks
Tok'N Vintage
Gathering Hands
Hyphen Handmade
Your Cool Gay Aunt
Chisel & Light
Claybration
Linda Laake Designs & Vivant Gardening Services
Crowsfeet Craftworks
Little Piggy Paper Things
Jessica Jensen Jewelry
Big Gay Maker
Cositas de Clay
",Rebuilding Exchange,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', '#chicago', '#dj', '#beer', '#event', '#craft', '#crafts', '#djs', '#makers']",361
chicago,https://www.eventbrite.com/e/straight-outta-chicago-silent-holiday-party-twista-x-kanye-x-keef-edition-tickets-473125650557?aff=ebdssbdestsearch,STRAIGHT OUTTA CHICAGO SILENT HOLIDAY PARTY  TWISTA x KANYE x KEEF EDITION,12/17/2022,"Sun, Dec 18, 2022, 2:00 AM CST","TAVERN ON THE ROW 17 N WABASH AVE 2ND FLOOR CHICAGO, IL 60602"," THIS EVENT IS NOT ONE TO MISS!! WE CELEBRATE ALL YOUR FAVORITE  HITS FROM MID 2000'S TO TODAY!! 
 DRINK & BOTTLES SPECIALS 
EMAIL FOR BOTTLE PRICING AND AVAILABILITY 
INFO@MILLENNIUMAGE.COM
WELCOME TO A MILLENNIUM AGE SILENT PARTY! 

WE GOT THE VIBES FOR YOU TO ALWAYS HAVE A GOOD TIME! A CURATED EXPERIENCE AND NOT JUST A PARTY, YOU DON’T WANT TO MISS OUT! TAILORED TO OUR GUESTS FOR THE BEST MUSICAL IMMERSION 

#1 Silent Party Guaranteed to Sell Out! Secure your tickets before it’s too late!



RED CHANNEL- __________

GREEN CHANNEL- _____________

BLUE CHANNEL- ________________

Millennium Age Silent Party:

The Concept: It’s your typical party…with no speakers or amps. Instead, attendees don wireless headphones and turn them to various stations, then boogie on the dance floor amidst other revelers dancing to whatever’s in their headphones.

The Music: Multiple DJs are competing for your attention during this bash, spinning the hottest music.  If you don’t like a song, simply switch your headphones from one station to the next to keep the party going.

The Social Atmosphere: Party-goers can turn down the volume of their headphones or take them off whenever they want to chat with others. Since there are no blaring speakers, it’s way easier to have conversations and meet new people.

Millennium Ages' Silent Parties have taken over numerous cities with its new silent culture wave. The Silent Party Vibe is undeniable when you experience socializing, dancing, and laughing at your friend's excitement from hearing their favorite songs. Don't overthink it! Come allow us to wow your socks off! Grab your good shoes and your best friends and prepare for a night to remember! See ya there!  

Millennium Age SILENT PARTY

WHAT TO BRING: 

ID Identification

(21+  ) to attend

Good Energy

An Open Mind

Tickets via Eventbrite

**NO REFUNDS**

**By attending Millennium Age Silent Parties you are subject to your photos and videos being taken and used for our promotional use for MillenniumAge.com, @Millennium_Age and print marketing. 


",Millennium Age,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Music Parties', '#dance', '#drinks', '#chicago', '#nightlife', '#hiphopmusic', '#silentdisco', '#trapmusic', '#silent_disco', '#holiday_activities', '#holiday_events']",362
chicago,https://www.eventbrite.com/e/lincoln-park-conservatory-winter-flower-show-open-house-tickets-453301836997?aff=ebdssbdestsearch,Lincoln Park Conservatory - Winter Flower Show Open House,12/14/2022,5:00 PM – 7:00 PM CST,"Lincoln Park Conservatory 2391 North Stockton Drive Chicago, IL 60614","
The Lincoln Park Conservatory is one of Chicago’s “City in a Garden” treasures. This stunning glass masterpiece showcases exotic plants and offers three distinctive annual flower shows. No matter the season, the conservatory offers visitors a lush tropical paradise full of towering palms, brilliant blooms, and ancient ferns. The landmark Lincoln Park Conservatory offers visitors a chance to interact with Chicago’s history and discover something new through tours, programs, and regular arts and cultural performances in a unique setting.
Enjoy our permanent display houses including the Palm Room, Fern Room, and Orchid Room.  The plants bloom and change weekly! 
Plan your visit, or visit remotely, by viewing tours available on our YouTube channel:
Lincoln Park Conservancy YouTube 
",LINCOLN PARK CONSERVANCY,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Charity & Causes Parties', '#flowers', '#holiday', '#poinsettias', '#nutcrackerballet', '#holiday_events', '#holiday_family_activities', '#after_hours', '#lincolnparkconservatory', '#lincolnparkconservancy']",363
chicago,https://www.eventbrite.com/e/eve-of-the-eve-party-at-sound-bar-nightclub-on-friday-december-30-tickets-446105863647?aff=ebdssbdestsearch,"Eve of the Eve Party at Sound-Bar Nightclub on Friday, December 30",12/30/2022,"Sat, Dec 31, 2022, 4:00 AM CST","Sound Bar Chicago 226 W Ontario St Chicago, IL 60654","Join us for our annual pre new year's eve party at a new location this year,  Sound Bar Chicago! 
2022 is coming to an end and this is a great way to celebrate the new year with your friends that might have different plans for NYE.  Our annual pre-nye party is completely free for all of our New Year's Eve party guests that are attending one parties listed on our website below.  Discounted tickets for anyone else.
Looking for New Year's Eve Plans?  Check out our events on www.1800NewYears.com
",ChicagoNYE,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Holiday Parties', '#nightclub', '#soundbar', '#newyearseve', '#new_years_eve', '#chicago_nightlife', '#new_years_eve_party', '#new_years_eve_2022', '#pre_new_years_eve_party', '#eve_of_the_eve']",364
chicago,https://www.eventbrite.com/e/newport-peek-easy-burlesque-drag-and-variety-show-tickets-157055724901?aff=ebdssbdestsearch,"Newport Peek-Easy: Burlesque, Drag, and Variety Show",6/11/2021,,"The Newport Theater 956 West Newport Avenue Chicago, IL 60657","Catch some of Chicago's finest burlesque, belly dance, drag, and variety entertainers plus screenings of incredible digital content, played live in this hour-long show.
Specialty cocktails, intimate tables and a true speakeasy feel make this a memorable experience for date night, bachelorette parties, or a place to kick off your bar crawl - we're a block from both Northalsted (formerly Boystown) and Wrigleyville! Within walking distance of the Addison Red Line, Belmont Brown Line, and off a Clark Street bus stop.
Bring your tipping dollars for an interactive night you'll never forget.
Proof of vaccination required for entry. Please bring a mask to wear up to the bar. Learn more at newporttheater.com/safety
Our venue is up a flight of stairs (no elevator, but there is a private entrance with a railing) and has two all-gender single-stall restrooms onsite. Email us with any accessibility/entry questions at newporttheater@gmail.com
",The Newport Theater,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Performances', 'Chicago Arts Performances', '#cabaret', '#drag', '#bachelorette', '#burlesque', '#dragshow', '#cabaretshow', '#burlesque_show', '#bachelorette_party', '#bachelorette_party_ideas']",365
chicago,https://www.eventbrite.com/e/new-years-eve-at-the-bassment-tickets-464733068117?aff=ebdssbdestsearch,New Years Eve at The Bassment,12/31/2022,"Sun, Jan 1, 2023, 3:00 AM CST","The Bassment 353 West Hubbard Street Chicago, IL 60654","Celebrate  New Years Eve at The Bassment with live music, our new cocktail menu, and a complimentary champagne toast at Midnight!
December 31, 8pm - 3am
Live music by Frankie Parker and The Gentlemen 
For table reservations, email reservations@thebassmentchicago.com  
*?****************************
F?AQ:
DOOR COVER: $20. Includes a complimentary glass of Champagne at midnight. Standing room ONLY.
TABLE RESERVATIONS: Tables do come with minimums based on the number of people and on availability. Please email reservations@thebassmentchicago.com.
DRESS CODE: Business casual is recommended. No sports attire, sandals or backpacks allowed, no exceptions.
MINIMUM AGE:  Must be 21+ to enter and have a valid, government issued, ID.
PARKING AVAILABLE?
",The Bassment,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Music Parties', '#chicago', '#party', '#livemusic', '#newyearseve']",366
chicago,https://www.eventbrite.com/e/my-best-friend-is-black-show-tickets-255514569957?aff=ebdssbdestsearch,My Best Friend Is Black Show,3/10/2022,"Thu, Mar 23, 2023, 9:30 PM CST","The Lincoln Lodge 2040 North Milwaukee Avenue Chicago, IL 60647","My Best Friend Is Black is a live comedy variety show that focuses on providing a platform for Black performers. Of course, we encourage people of all backgrounds to come out and laugh with us! We also strongly encourage reparation donations from those with 0% melanin, especially if you have a Black Best Friend :)

PLEASE BE VACCINATED AND HAVE A PROOF OF VACCINATION BEFORE ENTRY! PLEASE WEAR A MASK DURING THE DURATION OF THE SHOW! OMARION IS OUT HERE Y'ALL!
",The Lincoln Lodge,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Performances', 'Chicago Film & Media Performances', '#chicago', '#comedy', '#sketchcomedy', '#comedyshow', '#standupcomedy', '#blackownedbusiness', '#blackwomen', '#stand_up_comedy', '#comedy_night']",367
chicago,https://www.eventbrite.com/e/eggy-with-lunar-ticks-tickets-426149433427?aff=ebdssbdestsearch,Eggy with Lunar Ticks,12/10/2022,,"Bourbon On Division 2050 W Division St Chicago, IL 60622","21+
Doors @ 9 PM
$10/$15 Tickets
-------------------
Eggy: Song by timeless song Eggy reaches out a hand, inviting you along as a great story unfolds. Eggy’s music traces the full spectrum of emotions evoked by a life well-lived alongside friends well-loved.
Lunar Ticks: Lunar Ticks are an eclectic Improvisational/Alternative Rock band from Chicago, IL. The band is influenced by the songwriting and studio experimentation of 90's and 2000's innovative Alternative/Indie rock bands like Wilco, My Morning Jacket, The Flaming Lips, Ween, Yo La Tengo, Pavement, and Dr. Dog, and fuses it with genre-bending, progressive musicality, and exploratory improvisations in the vein of The Grateful Dead, Phish, and Umphrey's McGee.  
Lunar Ticks are equally at home on a bill with a folk singer, punk band, free jazz ensemble, you name it. Each setlist is formed from their diverse and expansive song list of originals and covers; debuting new material at almost every show. Extended improvisational passages can turn on a dime or meditate and unfurl in unexpected ways. Lunar Ticks aim to create a unique and memorable experience every time they pick up their instruments. 

",Bourbon on Division Presents,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Performances', 'Chicago Music Performances', '#livemusic', '#jamband', '#indierock', '#chicagomusic', '#jambands', '#livemusicevents', '#alternative_rock']",368
chicago,https://www.eventbrite.com/e/rare-scotch-whisky-tasting-experience-chicago-tickets-430962790307?aff=ebdssbdestsearch,Rare Scotch Whisky Tasting Experience  - Chicago,12/5/2022,6:30 PM – 8:30 PM CST,"The Franklin Room 675 North Franklin Street Chicago, IL 60654","Would you like to experience the finest expression of Scotch whisky produced today? Would you like to expand your knowledge of Scotch and the many styles and flavours that make up quality whisky? 
Join The Scotch Malt Whisky Society for a rare single malt Scotch whisky tasting experience at The Franklin Room in Chicago! Attendees will be among the first to taste nine (9) unique single malts from our upcoming December Outturn in a festival style walk-around tasting designed to celebrate our whisky community and its appreciation for Scotch whisky. The holidays are coming so let's toast to a happy and healthy season together!
Based in Edinburgh, Scotland, The Scotch Malt Whisky Society is the world’s largest whisky club of whisky lovers. More than just a club, the Society is known for offering the finest expression of Scotch whisky produced today. It acquires exceptional whisky casks from distilleries across Scotland and beyond. Each cask is then bottled and offered exclusively to its community of members through the Society’s online shop smwsa.com. 
While Society whisky is available for purchase by members only, this event is open to anyone eager to taste and learn in the company of fellow whisky lovers. Members enjoy a reduced price for admission and all attendees who order tickets before November 16th will get the early bird special pricing. 
Slàinte Mhath!
",Elhan Orhon | Member Ambassador for SMWSA,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Food & Drink Parties', '#drinks', '#chicago', '#whisky', '#bourbon', '#spirits', '#whiskey', '#datenight', '#nightout', '#chicagoevents', '#things_to_do']",369
chicago,https://www.eventbrite.com/e/tantra-speed-date-chicago-debut-meet-singles-speed-dating-tickets-441753956977?aff=ebdssbdestsearch,Tantra Speed Date® - Chicago Debut! (Meet Singles Speed Dating),12/3/2022,5:30 PM – 8:30 PM CST,"Essence of Life 641 W. Grand Avenue Chicago, IL 60654","Over 15,000 singles have gone on 100,000+ dates in 30+ cities worldwide.  95% have matched with one or more dates.  If you don't match, your next event is on us!
Sold out?  Can't make it?  See other dates:
See all dates in all cities
Subscribe for event updates and insider discounts
* Please arrive on time to check in and receive your dating materials.
* Ceremony portion begins 30 minutes after start time.  Doors will be closed for the duration of the ceremony.  LATE ARRIVALS WILL NOT BE ADMITTED.  See cancellation/late policy below
* Events do sell out, so purchase tickets online to guarantee your spot. Door tickets are cash only and subject to capacity and gender balance.  Tickets are non-transferable and cannot be sold or exchanged.

~ COVID-19 INFORMATION ~
We follow the government and venue guidelines for Covid-19 safety that are in effect at the time of the event. These can change, so please check with your locality. When you arrive at the venue, take a preventative step by washing your hands or use the hand sanitizer we provide. We will have masks for those who need it/want it/or if regulations require. All activities can be modified to be socially distanced by request (your facilitator can guide you through that). If you have cold or flu-like symptoms, or have been exposed, play it safe and stay home. Just let us know and we'll happily refund or transfer your ticket so you can come another time.
 Tantra is thousands of years old (of Hindu and Buddhist tradition) and has become a buzzword, which unfortunately has some misleading definitions. Translated from Sanskrit, it means ""weaving,"" which means bringing oneness to yourself and consciousness to what you do. The exercises are designed to bring you into a state of being more present when you meet your dates. And who doesn't want to be more present, right?
A Puja is an intentional ceremony. In Sanskrit it means reverence, honour, an offering. It is a ritual designed to open our hearts and allow us to see the inner beauty within ourselves and all beings. It invites us into the elegant dance of masculine and feminine in a warm space of oneness and connection--what a great way to start your first date!
Participants form two circles facing each other. The men form the outside circle and the women form the inside, with each woman facing a man. Each pair then share a meaningful exchange through a directed exercise (a Puja “station”), which can be for a few seconds or a few minutes. Then they put their hands together in Namaste, thank each other and--like a speed date--rotate to the next person. The ceremony ends when everyone has rotated a full circle.
Thanks for asking! While the exercises are straightforward and fun, you are always 100% at choice for how you wish to participate. If you find an exercise that doesn't work for you, then--just like in yoga--you have the option to modify or completely opt out.  We encourage everyone to participate at their own comfort level, and our facilitators demonstrate what that looks like so everyone is clear before we begin.
Some events are open and some have a specific age range (stated in the title)--though it's merely a suggestion, not a rule. See our statistics and learn why people love the open events on our FAQ.
We will follow the venue requirements that are in effect at the time of the event. See the Covid-19 Information section the page for your event
As many of our attendees say, ""I don't even care if I match with anyone, this was amazing!"" That said, we geek out on data. Our statistics say there is a 95% chance you'll match with AT LEAST one person. But if for whatever reason the probability fails you, we've got you covered. Your next ticket will be free!
This event is more than just a speed date. It's about bringing more connection, and perhaps healing, to the masculine and feminine within us. That's the juicy part of a connection that makes relationships so fun. Men learn how to hold a grounded masculine space. And when that happens, women can relax into their feminine and not have to do or hold so much. This creates a new way of relating that is easeful and connected, and not something you can ever experience in a bar or on a dating app. We believe this is why people love it so much and why one participant said it will 'restore your hope in dating.'
We're happy to answer! See our FAQ or Contact Us.
Maya Kova has been studying modalities of conscious living & loving for the past 12 years, diving into the spiritual, emotional, sexual, and mental aspects of The Self. She is certified in Applied Positive Psychology, a Certified Tantra Educator, and trained in kundalini yoga, energy work, D/S arts and shamanism.
Contact: maya@tantrany.com
https://www.tantrany.com/date/chicago/
",The Tantra Institute,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Home & Lifestyle Parties', '#dating', '#matchmaking', '#speed_dating', '#meet_women', '#meet_men', '#meet_singles', '#dating_night', '#dating_service', '#meet_single_women', '#singles_to_meet']",370
chicago,https://www.eventbrite.com/e/new-years-eve-party-salsabachatazoukkizombafusion-tickets-430739562627?aff=ebdssbdestsearch,New Years Eve Party Salsa|Bachata|Zouk|Kizomba|Fusion,12/31/2022,"Sun, Jan 1, 2023, 2:00 AM CST","Dance Center Chicago 3868 North Lincoln Avenue #2ND FLOOR Chicago, IL 60613","Hosted by Dance Center Chicago, Chicago Loves Bachata, Urbanity Dance Studio, Windy City Fusion
December 31st from 10pm - 2am at Dance Center Chicago

Come dance the night away in our multi-room, multi-style dance event. 


Featuring
Salsa/Bachata room hosted by Chicago Loves Bachata with DJ Earl Hall and Frankie J
Zouk & Kizomba Room hosted by Urbanity Dance Studio with DJ Syndney Schiff
Fusion Room hosted by Windy City Fusion

Doors open at 9pm, Champagne toast at midnight, close at 2am

Two packages available: entrance and open bar, entrance and non-alcoholic package
Pricing: 

With Open Bar

$50 until November 24th (Thanksgiving)

$60 until December 25 (Christmas)

$70 until December 30th

$80 December 31st

Without bar non-alcoholic pass
There will be no cash bar. If you want to upgrade the night of you may do so for $40. Anyone caught drinking without a bar pass will have to upgrade or leave.

$25 until November 24th (Thanksgiving)

$30 until December 25 (Christmas)

$35 until December 30th

$40 December 31st
",,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Community Parties']",371
chicago,https://www.eventbrite.com/e/toy-drive-drive-registration-449837745807?aff=ebdssbdestsearch,"Toy Drive, Drive",12/3/2022,8:00 AM – 3:00 PM CST,"Midwest Performance Cars 2105 W. Fulton Market Chicago, IL 60612","Join us for our third annual ‘Toy Drive, Drive.’  The Toy Drive happens in two locations: Midwest Performance Cars in Fulton Market and Burdi Clothing, Hinsdale. You can partake in the festivities at either location or join the caravan that leaves from MPC, heading to Burdi Clothing. 
Both locations will be collecting toys for the Marine Toys for Tots Foundation during normal business hours leading up to the Toy Drive. Think of the girls and boys this holiday season. Please note that no plush toys are accepted and do not wrap the toys. 


Timeline:



Partners:
Midwest Performance Cars
Burdi Clothing
Checkeditout Chicago
Napleton Westmont Porsche
Cars & Coffee Oak Park
Cold Brewed Cars & Coffee
New Lenox Cars and Coffee
Chitown Exotics Car Group
L?incoln Common

P?hoto by Ben Levy


More details to follow. 


",Lowend Garage Chicago,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Rallies', 'Chicago Auto, Boat & Air Rallies', '#charity']",372
chicago,https://www.eventbrite.com/e/the-golden-girls-holiday-drag-brunch-at-lark-2022-tickets-452712935577?aff=ebdssbdestsearch,The Golden Girls Holiday DRAG Brunch at Lark 2022,12/10/2022,,"Lark 3441 North Halsted Street Chicago, IL 60657","Four fabulous ho ho ho's will honor the four Golden Queens, THE GOLDEN GIRLS. 
Join Blanche, Dorothy, Rose, and Sophia for a day of music, bingo, and trivia. Win prizes throughout the brunch with some GOLDEN photo ops!
Includes 90 minute bottomless mimosas, bellinis, bloody Mary’s, and sangria + a delicious 3 course brunch with choice of entrée. 
An ADMIT ONE ticket guarantees one seat(s).  Seating arrangements are first come, first served. If you have a group that would like to sit together, please purchase a table.  
A TABLE ticket includes the best seats in the house, and the number of seats stated on the ticket. One ticket is good for the group. 
20% gratuity is not included in the ticket price and will be payable at the end of your seating.
This is a 21+ event.  Everyone, regardless of age, must have a valid ID to enter.
Doors open at 10:45am, show starts at 11am-1pm.
Included In Your Ticket: 
Bottomless Drinks for 90 minutes- choose your starting drink (you can switch throughout the brunch): Mimosa, Bellini, Bloody Mary, or Sangria.
Starters - Assorted Breakfast Sweets.
Entrée (choose one)- Nashville Hot Fried Chicken and Pancakes, Avocado Toast**, Breakfast Pizza, Eggs Benedict, Beyond Burger**, Biscuits and Gravy, or Benedict Burger. 
** = Vegan / Vegetarian
Desert - ""Golden Girls"" Cheesecake.
",Lark Restaurant & Bar,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Galas', 'Chicago Food & Drink Galas', '#chicago', '#gay', '#lgbtq', '#lgbt', '#boystown', '#dragshow', '#lark', '#goldengirls', '#lgbtq_friendly', '#holiday_events']",373
chicago,https://www.eventbrite.com/e/magical-girl-moment-tickets-461829312907?aff=ebdssbdestsearch,Magical Girl Moment,12/3/2022,"Sun, Dec 4, 2022, 12:00 AM CST","The Logan Theatre 2646 North Milwaukee Avenue Chicago, IL 60647","Join the Japanese Arts Foundation in celebration of women supporting women! This Magical Girl / Mahou Shoujo / ???? moment includes screening two influential anime of the genre: 
In addition to these films, there will be a Magical Girl drag performance between films around 9:00pm in the theatre, a cosplay contest, photo booth, and themed cocktails from Beam Suntory. Of course complimentary Suntory Highballs all night long as well! Tickets also include artwork from two Japanese Arts Foundation board members, one original film poster created by Derrick Fields, and Future Funk tracks spinning all night courtesy of Van Paugam! 
D?rag performers TBA!
Cosplay contest includes amazing prizes! We can’t wait to see what you come up with!
**Additional posters can be acquired by showing staff a minimum donation of $10 to the Chicago Abortion Fund. We decided to keep the cost low for this event to see familiar faces as well as new ones, and if you have the means we encourage you to give to this organization who supports women! 
We cannot accept cash, and donations should go directly to the Chicago Abortion Fund. Please keep this in mind.

",Japanese Arts Foundation,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Parties', 'Chicago Film & Media Parties', '#film', '#theatre', '#cosplay', '#anime', '#dragshow', '#japanese_culture', '#japanese_music', '#japanese_art', '#sailormoon', '#animeclub']",374
chicago,https://www.eventbrite.com/e/winter-wonderland-event-tickets-440636103447?aff=ebdssbdestsearch,WINTER WONDERLAND EVENT,12/17/2022,12:00 PM – 6:00 PM CST,"Park District of Franklin Park 10040 Addison Ave Franklin Park, IL 60131","50 vendors 
Pictures with Santa Claus
Bouncy house for the children
Arts & Crafts
Music and so much more!!!  
",Danni Nicole,"['United States Events', 'Illinois Events', 'Things to do in Franklin Park, IL', 'Franklin Park Festivals', 'Franklin Park Holiday Festivals', '#family', '#vendors', '#christmas', '#santaclaus', '#family_friendly', '#family_fun']",375
chicago,https://www.eventbrite.com/e/urban-trivia-live-tickets-463991409797?aff=ebdssbdestsearch,Urban Trivia Live,12/17/2022,,"The Promontory 5311 South Lake Park Avenue West Chicago, IL 60615","You will be thoroughly entertained by your Host @SaintRo214 with sounds by @DjAlmostFamous
Question from the culture for the culture. Ranging from Music to Movies...Tv Shows to Sports...
Who in your crew is about the culture!?
",The Promontory,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Games', 'Chicago Food & Drink Games', '#social', '#party', '#event', '#promontory']",376
chicago,https://www.eventbrite.com/e/level-up-social-club-at-the-metropolitan-tickets-465919446607?aff=ebdssbdestsearch,Level Up Social Club at The Metropolitan,12/14/2022,6:00 PM – 8:00 PM CST,"The Metropolitan 233 South Wacker Drive #67th Floor Chicago, IL 60606","Bring a friend or colleague or come as a stranger and leave with a strong network of professionals across all industries! We specialize in curating genuine, mutually beneficial B2B connections while having a little fun in the process. A complimentary drink will be provided.
For questions about attending or sponsoring the event, please reach out to levelupinchicago@gmail.com.
",Level Up Social Club,"['United States Events', 'Illinois Events', 'Things to do in Chicago, IL', 'Chicago Networking', 'Chicago Business Networking', '#networking', '#networkingevent', '#chicagonetworking']",377
